Source Name,Charateristics [ff_ontology],Charateristics [description],Characteristics [catalog_id],Characteristics [Category],Chracteristics [Species],Characteristics [Sex],Characteristics [Age],Characteristics [Developmental stage],Characteristics[Tissue],Characteristics [Cell lot],Characteristics [Cell type],Characteristics [Catalogue ID],Characteristics [Collaboration],Characteristics [Provider],Protocol REF,Extract Name,Material Type
12209-129D4,FF:12209-129D4,"CD19+ B Cells (pluriselect), donor090612, donation2",,primary cells,Human (Homo sapiens),,,,blood,090612-03,b cell,,Matched_genome_OSC(contact:Al Forrest),,,12209-129D4,Total RNA
12211-129D6,FF:12211-129D6,"CD8+ T Cells (pluriselect), donor090612, donation3",,primary cells,Human (Homo sapiens),,,,blood,090612-04,"T cell, CD8+",,Matched_genome_OSC(contact:Al Forrest),,,12211-129D6,Total RNA
12214-129D9,FF:12214-129D9,"CD19+ B Cells (pluriselect), donor090612, donation3",,primary cells,Human (Homo sapiens),,,,blood,090612-04,b cell,,Matched_genome_OSC(contact:Al Forrest),,,12214-129D9,Total RNA
12223-129E9,FF:12223-129E9,"CD133+ stem cells - cord blood derived, pool1",,primary cells,Human (Homo sapiens),,,,blood,CB090324C,stem cell,CB013F-S,FANTOM5 OSC CORE (contact: Al Forrest),Stem cell technologies,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12223-129E9,Total RNA
12224-129F1,FF:12224-129F1,"CD133+ stem cells - adult bone marrow derived, pool1",,primary cells,Human (Homo sapiens),,,,bone marrow,BM2368,stem cell,ABM026F,FANTOM5 OSC CORE (contact: Al Forrest),Stem cell technologies,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12224-129F1,Total RNA
12225-129F2,FF:12225-129F2,"CD34+ stem cells - adult bone marrow derived, donor1",,primary cells,Human (Homo sapiens),,,,bone marrow,BM2101,stem cell,ABM017F,FANTOM5 OSC CORE (contact: Al Forrest),Stem cell technologies,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12225-129F2,Total RNA
12226-129F3,FF:12226-129F3,"nasal epithelial cells, donor1",,primary cells,Human (Homo sapiens),,,,nasal cavity,9102102,epithelial cell,,FANTOM5 OSC CORE (contact: Al Forrest),Promocell,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12226-129F3,Total RNA
12227-129F4,FF:12227-129F4,"nasal epithelial cells, donor2",,primary cells,Human (Homo sapiens),,,,nasal cavity,9091003,epithelial cell,,FANTOM5 OSC CORE (contact: Al Forrest),Promocell,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12227-129F4,Total RNA
12231-129F8,FF:12231-129F8,"mature adipocyte, donor1",,primary cells,Human (Homo sapiens),female,43,,adipose tissue,2010-78-FC,adipocyte,,Peter Arner (Karolinska Institutet),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12231-129F8,Total RNA
12232-129F9,FF:12232-129F9,"mature adipocyte, donor2",,primary cells,Human (Homo sapiens),female,42,,adipose tissue,2010-79-FC,adipocyte,,Peter Arner (Karolinska Institutet),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12232-129F9,Total RNA
12233-129G1,FF:12233-129G1,"mature adipocyte, donor3",,primary cells,Human (Homo sapiens),female,64,,adipose tissue,2010-84-FC,adipocyte,,Peter Arner (Karolinska Institutet),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12233-129G1,Total RNA
12234-129G2,FF:12234-129G2,"mature adipocyte, donor4",,primary cells,Human (Homo sapiens),female,28,,adipose tissue,2010-89-FC,adipocyte,,Peter Arner (Karolinska Institutet),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12234-129G2,Total RNA
12235-129G3,FF:12235-129G3,"amniotic membrane cells, donor1",,primary cells,Human (Homo sapiens),,,,amnion,A 5/26,unclassifiable,,Hiroo Toyoda (Tokyo University of Pharm and life sciences),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12235-129G3,Total RNA
12236-129G4,FF:12236-129G4,"amniotic membrane cells, donor2",,primary cells,Human (Homo sapiens),,,,amnion,A 7/14,unclassifiable,,Hiroo Toyoda (Tokyo University of Pharm and life sciences),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12236-129G4,Total RNA
12237-129G5,FF:12237-129G5,"amniotic membrane cells, donor3",,primary cells,Human (Homo sapiens),,,,amnion,A 12/22,unclassifiable,,Hiroo Toyoda (Tokyo University of Pharm and life sciences),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12237-129G5,Total RNA
12238-129G6,FF:12238-129G6,"chorionic membrane cells, donor1",,primary cells,Human (Homo sapiens),,,,chorion,C 5/26,unclassifiable,,Hiroo Toyoda (Tokyo University of Pharm and life sciences),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12238-129G6,Total RNA
12239-129G7,FF:12239-129G7,"chorionic membrane cells, donor2",,primary cells,Human (Homo sapiens),,,,chorion,C 7/14,unclassifiable,,Hiroo Toyoda (Tokyo University of Pharm and life sciences),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12239-129G7,Total RNA
12240-129G8,FF:12240-129G8,"chorionic membrane cells, donor3",,primary cells,Human (Homo sapiens),,,,chorion,C 12/22,unclassifiable,,Hiroo Toyoda (Tokyo University of Pharm and life sciences),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12240-129G8,Total RNA
12241-129G9,FF:12241-129G9,"Basophils, donor1",,primary cells,Human (Homo sapiens),,,,blood,lot:BASO745,basophil,N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,12241-129G9,Total RNA
12242-129H1,FF:12242-129H1,"Basophils, donor2",,primary cells,Human (Homo sapiens),,,,blood,lot:BASO744,basophil,N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,12242-129H1,Total RNA
12243-129H2,FF:12243-129H2,"Basophils, donor3",,primary cells,Human (Homo sapiens),,,,blood,lot:BASO743,basophil,N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,12243-129H2,Total RNA
12244-129H3,FF:12244-129H3,"Eosinophils, donor1",,primary cells,Human (Homo sapiens),,,,blood,lot:EO744,eosinophil,N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,12244-129H3,Total RNA
12245-129H4,FF:12245-129H4,"Eosinophils, donor2",,primary cells,Human (Homo sapiens),,,,blood,lot:753,eosinophil,N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,12245-129H4,Total RNA
12246-129H5,FF:12246-129H5,"Eosinophils, donor3",,primary cells,Human (Homo sapiens),,,,blood,lot:755,eosinophil,N/A,FANTOM5 OSC CORE (contact: Al Forrest),3HBiomedical,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,12246-129H5,Total RNA
12260-130A1,FF:12260-130A1,"Lymphatic Endothelial cells response to VEGFC, 00hr00min, biol_rep1 (MM XIX - 1)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12260-130A1,Total RNA
12261-130A2,FF:12261-130A2,"Lymphatic Endothelial cells response to VEGFC, 00hr15min, biol_rep1 (MM XIX - 2)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12261-130A2,Total RNA
12262-130A3,FF:12262-130A3,"Lymphatic Endothelial cells response to VEGFC, 00hr30min, biol_rep1 (MM XIX - 3)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12262-130A3,Total RNA
12263-130A4,FF:12263-130A4,"Lymphatic Endothelial cells response to VEGFC, 00hr45min, biol_rep1 (MM XIX - 4)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12263-130A4,Total RNA
12264-130A5,FF:12264-130A5,"Lymphatic Endothelial cells response to VEGFC, 01hr00min, biol_rep1 (MM XIX - 5)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12264-130A5,Total RNA
12265-130A6,FF:12265-130A6,"Lymphatic Endothelial cells response to VEGFC, 01hr20min, biol_rep1 (MM XIX - 6)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12265-130A6,Total RNA
12266-130A7,FF:12266-130A7,"Lymphatic Endothelial cells response to VEGFC, 01hr40min, biol_rep1 (MM XIX - 7)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12266-130A7,Total RNA
12267-130A8,FF:12267-130A8,"Lymphatic Endothelial cells response to VEGFC, 02hr00min, biol_rep1 (MM XIX - 8)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12267-130A8,Total RNA
12268-130A9,FF:12268-130A9,"Lymphatic Endothelial cells response to VEGFC, 02hr30min, biol_rep1 (MM XIX - 9)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12268-130A9,Total RNA
12269-130B1,FF:12269-130B1,"Lymphatic Endothelial cells response to VEGFC, 03hr00min, biol_rep1 (MM XIX - 10)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12269-130B1,Total RNA
12270-130B2,FF:12270-130B2,"Lymphatic Endothelial cells response to VEGFC, 03hr30min, biol_rep1 (MM XIX - 11)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12270-130B2,Total RNA
12271-130B3,FF:12271-130B3,"Lymphatic Endothelial cells response to VEGFC, 04hr, biol_rep1 (MM XIX - 12)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12271-130B3,Total RNA
12272-130B4,FF:12272-130B4,"Lymphatic Endothelial cells response to VEGFC, 05hr, biol_rep1 (MM XIX - 13)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12272-130B4,Total RNA
12273-130B5,FF:12273-130B5,"Lymphatic Endothelial cells response to VEGFC, 06hr, biol_rep1 (MM XIX - 14)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12273-130B5,Total RNA
12274-130B6,FF:12274-130B6,"Lymphatic Endothelial cells response to VEGFC, 07hr, biol_rep1 (MM XIX - 15)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12274-130B6,Total RNA
12275-130B7,FF:12275-130B7,"Lymphatic Endothelial cells response to VEGFC, 08hr, biol_rep1 (MM XIX - 16)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12275-130B7,Total RNA
12382-131E6,FF:12382-131E6,"Lymphatic Endothelial cells response to VEGFC, 00hr00min, biol_rep2 (MM XIV - 1)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12382-131E6,Total RNA
12383-131E7,FF:12383-131E7,"Lymphatic Endothelial cells response to VEGFC, 00hr15min, biol_rep2 (MM XIV - 2)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12383-131E7,Total RNA
12384-131E8,FF:12384-131E8,"Lymphatic Endothelial cells response to VEGFC, 00hr30min, biol_rep2 (MM XIV - 3)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12384-131E8,Total RNA
12385-131E9,FF:12385-131E9,"Lymphatic Endothelial cells response to VEGFC, 00hr45min, biol_rep2 (MM XIV - 4)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12385-131E9,Total RNA
12386-131F1,FF:12386-131F1,"Lymphatic Endothelial cells response to VEGFC, 01hr00min, biol_rep2 (MM XIV - 5)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12386-131F1,Total RNA
12387-131F2,FF:12387-131F2,"Lymphatic Endothelial cells response to VEGFC, 01hr20min, biol_rep2 (MM XIV - 6)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12387-131F2,Total RNA
12388-131F3,FF:12388-131F3,"Lymphatic Endothelial cells response to VEGFC, 01hr40min, biol_rep2 (MM XIV - 7)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12388-131F3,Total RNA
12389-131F4,FF:12389-131F4,"Lymphatic Endothelial cells response to VEGFC, 02hr00min, biol_rep2 (MM XIV - 8)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12389-131F4,Total RNA
12390-131F5,FF:12390-131F5,"Lymphatic Endothelial cells response to VEGFC, 02hr30min, biol_rep2 (MM XIV - 9)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12390-131F5,Total RNA
12391-131F6,FF:12391-131F6,"Lymphatic Endothelial cells response to VEGFC, 03hr00min, biol_rep2 (MM XIV - 10)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12391-131F6,Total RNA
12392-131F7,FF:12392-131F7,"Lymphatic Endothelial cells response to VEGFC, 03hr30min, biol_rep2 (MM XIV - 11)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12392-131F7,Total RNA
12393-131F8,FF:12393-131F8,"Lymphatic Endothelial cells response to VEGFC, 04hr, biol_rep2 (MM XIV - 12)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12393-131F8,Total RNA
12394-131F9,FF:12394-131F9,"Lymphatic Endothelial cells response to VEGFC, 05hr, biol_rep2 (MM XIV - 13)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12394-131F9,Total RNA
12395-131G1,FF:12395-131G1,"Lymphatic Endothelial cells response to VEGFC, 06hr, biol_rep2 (MM XIV - 14)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12395-131G1,Total RNA
12396-131G2,FF:12396-131G2,"Lymphatic Endothelial cells response to VEGFC, 07hr, biol_rep2 (MM XIV - 15)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12396-131G2,Total RNA
12397-131G3,FF:12397-131G3,"Lymphatic Endothelial cells response to VEGFC, 08hr, biol_rep2 (MM XIV - 16)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12397-131G3,Total RNA
12504-133A2,FF:12504-133A2,"Lymphatic Endothelial cells response to VEGFC, 00hr00min, biol_rep3 (MM XXII - 1 )",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12504-133A2,Total RNA
12505-133A3,FF:12505-133A3,"Lymphatic Endothelial cells response to VEGFC, 00hr15min, biol_rep3 (MM XXII - 2)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12505-133A3,Total RNA
12506-133A4,FF:12506-133A4,"Lymphatic Endothelial cells response to VEGFC, 00hr30min, biol_rep3 (MM XXII - 3)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12506-133A4,Total RNA
12507-133A5,FF:12507-133A5,"Lymphatic Endothelial cells response to VEGFC, 00hr45min, biol_rep3 (MM XXII - 4)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12507-133A5,Total RNA
12508-133A6,FF:12508-133A6,"Lymphatic Endothelial cells response to VEGFC, 01hr00min, biol_rep3 (MM XXII - 5)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12508-133A6,Total RNA
12509-133A7,FF:12509-133A7,"Lymphatic Endothelial cells response to VEGFC, 01hr20min, biol_rep3 (MM XXII - 6)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12509-133A7,Total RNA
12510-133A8,FF:12510-133A8,"Lymphatic Endothelial cells response to VEGFC, 01hr40min, biol_rep3 (MM XXII - 7)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12510-133A8,Total RNA
12511-133A9,FF:12511-133A9,"Lymphatic Endothelial cells response to VEGFC, 02hr00min, biol_rep3 (MM XXII - 8)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12511-133A9,Total RNA
12512-133B1,FF:12512-133B1,"Lymphatic Endothelial cells response to VEGFC, 02hr30min, biol_rep3 (MM XXII - 9)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12512-133B1,Total RNA
12513-133B2,FF:12513-133B2,"Lymphatic Endothelial cells response to VEGFC, 03hr00min, biol_rep3 (MM XXII - 10)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12513-133B2,Total RNA
12514-133B3,FF:12514-133B3,"Lymphatic Endothelial cells response to VEGFC, 03hr30min, biol_rep3 (MM XXII - 11)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12514-133B3,Total RNA
12515-133B4,FF:12515-133B4,"Lymphatic Endothelial cells response to VEGFC, 04hr, biol_rep3 (MM XXII - 12)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12515-133B4,Total RNA
12516-133B5,FF:12516-133B5,"Lymphatic Endothelial cells response to VEGFC, 05hr, biol_rep3 (MM XXII - 13)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12516-133B5,Total RNA
12517-133B6,FF:12517-133B6,"Lymphatic Endothelial cells response to VEGFC, 06hr, biol_rep3 (MM XXII - 14)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12517-133B6,Total RNA
12518-133B7,FF:12518-133B7,"Lymphatic Endothelial cells response to VEGFC, 07hr, biol_rep3 (MM XXII - 15)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12518-133B7,Total RNA
12519-133B8,FF:12519-133B8,"Lymphatic Endothelial cells response to VEGFC, 08hr, biol_rep3 (MM XXII - 16)",,time courses,Human (Homo sapiens),,,,lymph node,,"endothelial cell, lymphatic",,"Michael Detmar (Swiss Federal Institute of Technology, ETH Zurich)",,,12519-133B8,Total RNA
12626-134E7,FF:12626-134E7,"H9 Embryonic Stem cells, biol_rep1 (H9ES-1)",,time courses,Human (Homo sapiens),female,,,unclassifiable,,stem cell,,Susan Zabierowski (Wistar Institute),,,12626-134E7,Total RNA
12627-134E8,FF:12627-134E8,"H9 Embryoid body cells, melanocytic induction, day00, biol_rep1 (H9EB-1 d0)",,time courses,Human (Homo sapiens),female,,,unclassifiable,,stem cell,,Susan Zabierowski (Wistar Institute),,,12627-134E8,Total RNA
12628-134E9,FF:12628-134E9,"H9 Embryoid body cells, melanocytic induction, day01, biol_rep1 (H9EB-1 d1)",,time courses,Human (Homo sapiens),female,,,unclassifiable,,unclassifiable,,Susan Zabierowski (Wistar Institute),,,12628-134E9,Total RNA
12629-134F1,FF:12629-134F1,"H9 Embryoid body cells, melanocytic induction, day03, biol_rep1 (H9EB-1 d3)",,time courses,Human (Homo sapiens),female,,,unclassifiable,,unclassifiable,,Susan Zabierowski (Wistar Institute),,,12629-134F1,Total RNA
